Code,Glyph,Description,CharacterSet,is_unicode,CodeEscaped,ASCII
U+01B8,A,,Latin Capital Letter Ezh reversed,Table_Latin_Extended-B,TRUE,\u01B8,Ezh
U+01B9,A1,Latin Small Letter Ezh reversed,Table_Latin_Extended-B,TRUE,\u01B9,ezh
U+01BA,Ao,Latin Small Letter Ezh with tail,Table_Latin_Extended-B,TRUE,\u01BA,ezh
U+01BB,A",Latin Letter Two with stroke,Table_Latin_Extended-B,TRUE,\u01BB,2
U+01BC,A1/4,Latin Capital Letter Tone Five,Table_Latin_Extended-B,TRUE,\u01BC,5
U+01BD,A1/2,Latin Small Letter Tone Five,Table_Latin_Extended-B,TRUE,\u01BD,5
U+01BE,A3/4,Latin Letter Inverted Glottal Stop with stroke,Table_Latin_Extended-B,TRUE,\u01BE,s
U+01BF,A?,Latin Letter Wynn,Table_Latin_Extended-B,TRUE,\u01BF,p
U+01C0,CXxXunicodeXxX,Latin Letter Dental Click,Table_Latin_Extended-B,TRUE,\u01C0,|
U+01C1,CXxXunicodeXxX,Latin Letter Lateral Click,Table_Latin_Extended-B,TRUE,\u01C1,||
U+01C2,C,,Latin Letter Alveolar Click,Table_Latin_Extended-B,TRUE,\u01C2,++
U+01C3,Cf,Latin Letter Retroflex Click,Table_Latin_Extended-B,TRUE,\u01C3,!
U+01C4,C",Latin Capital Letter DZ with caron,Table_Latin_Extended-B,TRUE,\u01C4,DZ
U+01C5,C...,Latin Capital Letter D with Small Letter Z with caron,Table_Latin_Extended-B,TRUE,\u01C5,Dz
U+01C6,Ct,Latin Small Letter DZ with caron,Table_Latin_Extended-B,TRUE,\u01C6,dz
U+01C7,Ctt,Latin Capital Letter LJ,Table_Latin_Extended-B,TRUE,\u01C7,LJ
U+01C8,C^,Latin Capital Letter L with Small Letter J,Table_Latin_Extended-B,TRUE,\u01C8,Lj
U+01C9,C%o,Latin Small Letter LJ,Table_Latin_Extended-B,TRUE,\u01C9,lj
U+01CA,CS,Latin Capital Letter NJ,Table_Latin_Extended-B,TRUE,\u01CA,NJ
U+01CB,C",Latin Capital Letter N with Small Letter J,Table_Latin_Extended-B,TRUE,\u01CB,Nj
U+01CC,COE,Latin Small Letter NJ,Table_Latin_Extended-B,TRUE,\u01CC,nj
U+01CD,CXxXunicodeXxX,Latin Capital Letter A with caron,Table_Latin_Extended-B,TRUE,\u01CD,A
U+01CE,CZ,Latin Small Letter A with caron,Table_Latin_Extended-B,TRUE,\u01CE,a
U+01CF,CXxXunicodeXxX,Latin Capital Letter I with caron,Table_Latin_Extended-B,TRUE,\u01CF,I
U+01D0,CXxXunicodeXxX,Latin Small Letter I with caron,Table_Latin_Extended-B,TRUE,\u01D0,i
U+01D1,C',Latin Capital Letter O with caron,Table_Latin_Extended-B,TRUE,\u01D1,O
U+01D2,C',Latin Small Letter O with caron,Table_Latin_Extended-B,TRUE,\u01D2,o
U+01D3,C",Latin Capital Letter U with caron,Table_Latin_Extended-B,TRUE,\u01D3,U
U+01D4,C",Latin Small Letter U with caron,Table_Latin_Extended-B,TRUE,\u01D4,u
U+01D5,C.,Latin Capital Letter U with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u01D5,U
U+01D6,C--,Latin Small Letter U with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u01D6,u
U+01D7,C---,Latin Capital Letter U with diaeresis and acute,Table_Latin_Extended-B,TRUE,\u01D7,U
U+01D8,C~,Latin Small Letter U with diaeresis and acute,Table_Latin_Extended-B,TRUE,\u01D8,u
U+01D9,CXxXunicodeXxX,Latin Capital Letter U with diaeresis and caron,Table_Latin_Extended-B,TRUE,\u01D9,U
U+01DA,Cs,Latin Small Letter U with diaeresis and caron,Table_Latin_Extended-B,TRUE,\u01DA,u
U+01DB,C",Latin Capital Letter U with diaeresis and grave,Table_Latin_Extended-B,TRUE,\u01DB,U
U+01DC,Coe,Latin Small Letter U with diaeresis and grave,Table_Latin_Extended-B,TRUE,\u01DC,u
U+01DD,CXxXunicodeXxX,Latin Small Letter Turned E,Table_Latin_Extended-B,TRUE,\u01DD,Ezh
U+01DE,Cz,Latin Capital Letter A with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u01DE,A
U+01DF,CY,Latin Small Letter A with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u01DF,a
U+01E0,CXxXunicodeXxX,Latin Capital Letter A with dot above and macron,Table_Latin_Extended-B,TRUE,\u01E0,A
U+01E1,C!,Latin Small Letter A with dot above and macron,Table_Latin_Extended-B,TRUE,\u01E1,a
U+01E2,Ccent,Latin Capital Letter At with macron,Table_Latin_Extended-B,TRUE,\u01E2,AE
U+01E3,Cpound,Latin Small Letter At with macron,Table_Latin_Extended-B,TRUE,\u01E3,ae
U+01E4,Ccurrency,Latin Capital Letter G with stroke,Table_Latin_Extended-B,TRUE,\u01E4,G
U+01E5,Cyen,Latin Small Letter G with stroke,Table_Latin_Extended-B,TRUE,\u01E5,g
U+01E6,C|,Latin Capital Letter G with caron,Table_Latin_Extended-B,TRUE,\u01E6,G
U+01E7,CS,Latin Small Letter G with caron,Table_Latin_Extended-B,TRUE,\u01E7,g
U+01E8,CXxXunicodeXxX,Latin Capital Letter K with caron,Table_Latin_Extended-B,TRUE,\u01E8,K
U+01E9,CC,Latin Small Letter K with caron,Table_Latin_Extended-B,TRUE,\u01E9,k
U+01EA,Ca,Latin Capital Letter O with ogonek,Table_Latin_Extended-B,TRUE,\u01EA,O
U+01EB,C",Latin Small Letter O with ogonek,Table_Latin_Extended-B,TRUE,\u01EB,o
U+01EC,Cnot,Latin Capital Letter O with ogonek and macron,Table_Latin_Extended-B,TRUE,\u01EC,O
U+01ED,CXxXunicodeXxX,Latin Small Letter O with ogonek and macron,Table_Latin_Extended-B,TRUE,\u01ED,o
U+01EE,CR,Latin Capital Letter Ezh with caron,Table_Latin_Extended-B,TRUE,\u01EE,Ezh
U+01EF,C-,Latin Small Letter Ezh with caron,Table_Latin_Extended-B,TRUE,\u01EF,ezh
U+01F0,Cdeg,Latin Small Letter J with caron,Table_Latin_Extended-B,TRUE,\u01F0,j
U+01F1,C+-,Latin Capital Letter DZ,Table_Latin_Extended-B,TRUE,\u01F1,DZ
U+01F2,C2,Latin Capital Letter D with Small Letter Z,Table_Latin_Extended-B,TRUE,\u01F2,Dz
U+01F3,C3,Latin Small Letter DZ,Table_Latin_Extended-B,TRUE,\u01F3,dz
U+01F4,C^,Latin Capital Letter G with acute,Table_Latin_Extended-B,TRUE,\u01F4,G
U+01F5,Cmu,Latin Small Letter G with acute,Table_Latin_Extended-B,TRUE,\u01F5,g
U+01F6,Cparagraph,Latin Capital Letter Hwair,Table_Latin_Extended-B,TRUE,\u01F6,H
U+01F7,C.,Latin Capital Letter Wynn,Table_Latin_Extended-B,TRUE,\u01F7,P
U+01F8,C,,Latin Capital Letter N with grave,Table_Latin_Extended-B,TRUE,\u01F8,NJ
U+01F9,C1,Latin Small Letter N with grave,Table_Latin_Extended-B,TRUE,\u01F9,NJ
U+01FA,Co,Latin Capital Letter A with ring above and acute,Table_Latin_Extended-B,TRUE,\u01FA,A
U+01FB,C",Latin Small Letter A with ring above and acute,Table_Latin_Extended-B,TRUE,\u01FB,a
U+01FC,C1/4,Latin Capital Letter At with acute,Table_Latin_Extended-B,TRUE,\u01FC,AE
U+01FD,C1/2,Latin Small Letter At with acute,Table_Latin_Extended-B,TRUE,\u01FD,ae
U+01FE,C3/4,Latin Capital Letter O with stroke and acute,Table_Latin_Extended-B,TRUE,\u01FE,O
U+01FF,C?,Latin Small Letter O with stroke and acute,Table_Latin_Extended-B,TRUE,\u01FF,o
U+0200,EXxXunicodeXxX,Latin Capital Letter A with double grave,Table_Latin_Extended-B,TRUE,\u0200,A
U+0201,EXxXunicodeXxX,Latin Small Letter A with double grave,Table_Latin_Extended-B,TRUE,\u0201,a
U+0202,E,,Latin Capital Letter A with inverted breve,Table_Latin_Extended-B,TRUE,\u0202,A
U+0203,Ef,Latin Small Letter A with inverted breve,Table_Latin_Extended-B,TRUE,\u0203,a
U+0204,E",Latin Capital Letter E with double grave,Table_Latin_Extended-B,TRUE,\u0204,Ezh
U+0205,E...,Latin Small Letter E with double grave,Table_Latin_Extended-B,TRUE,\u0205,Ezh
U+0206,Et,Latin Capital Letter E with inverted breve,Table_Latin_Extended-B,TRUE,\u0206,Ezh
U+0207,Ett,Latin Small Letter E with inverted breve,Table_Latin_Extended-B,TRUE,\u0207,Ezh
U+0208,E^,Latin Capital Letter I with double grave,Table_Latin_Extended-B,TRUE,\u0208,I
U+0209,E%o,Latin Small Letter I with double grave,Table_Latin_Extended-B,TRUE,\u0209,i
U+020A,ES,Latin Capital Letter I with inverted breve,Table_Latin_Extended-B,TRUE,\u020A,I
U+020B,E",Latin Small Letter I with inverted breve,Table_Latin_Extended-B,TRUE,\u020B,i
U+020C,EOE,Latin Capital Letter O with double grave,Table_Latin_Extended-B,TRUE,\u020C,O
U+020D,EXxXunicodeXxX,Latin Small Letter O with double grave,Table_Latin_Extended-B,TRUE,\u020D,o
U+020E,EZ,Latin Capital Letter O with inverted breve,Table_Latin_Extended-B,TRUE,\u020E,O
U+020F,EXxXunicodeXxX,Latin Small Letter O with inverted breve,Table_Latin_Extended-B,TRUE,\u020F,o
U+0210,EXxXunicodeXxX,Latin Capital Letter R with double grave,Table_Latin_Extended-B,TRUE,\u0210,R
U+0211,E',Latin Small Letter R with double grave,Table_Latin_Extended-B,TRUE,\u0211,r
U+0212,E',Latin Capital Letter R with inverted breve,Table_Latin_Extended-B,TRUE,\u0212,R
U+0213,E",Latin Small Letter R with inverted breve,Table_Latin_Extended-B,TRUE,\u0213,r
U+0214,E",Latin Capital Letter U with double grave,Table_Latin_Extended-B,TRUE,\u0214,U
U+0215,E.,Latin Small Letter U with double grave,Table_Latin_Extended-B,TRUE,\u0215,u
U+0216,E--,Latin Capital Letter U with inverted breve,Table_Latin_Extended-B,TRUE,\u0216,U
U+0217,E---,Latin Small Letter U with inverted breve,Table_Latin_Extended-B,TRUE,\u0217,u
U+0218,E~,Latin Capital Letter S with comma below,Table_Latin_Extended-B,TRUE,\u0218,S
U+0219,EXxXunicodeXxX,Latin Small Letter S with comma below,Table_Latin_Extended-B,TRUE,\u0219,s
U+021A,Es,Latin Capital Letter T with comma below,Table_Latin_Extended-B,TRUE,\u021A,T
U+021B,E",Latin Small Letter T with comma below,Table_Latin_Extended-B,TRUE,\u021B,t
U+021C,Eoe,Latin Capital Letter Yogh,Table_Latin_Extended-B,TRUE,\u021C,Y
U+021D,EXxXunicodeXxX,Latin Small Letter Yogh,Table_Latin_Extended-B,TRUE,\u021D,y
U+021E,Ez,Latin Capital Letter H with caron,Table_Latin_Extended-B,TRUE,\u021E,H
U+021F,EY,Latin Small Letter H with caron,Table_Latin_Extended-B,TRUE,\u021F,h
U+0220,EXxXunicodeXxX,Latin Capital Letter N with long right leg,Table_Latin_Extended-B,TRUE,\u0220,NJ
U+0221,E!,Latin Small Letter D with curl,Table_Latin_Extended-B,TRUE,\u0221,DZ
U+0222,Ecent,Latin Capital Letter OU,Table_Latin_Extended-B,TRUE,\u0222,OU
U+0223,Epound,Latin Small Letter OU,Table_Latin_Extended-B,TRUE,\u0223,ou
U+0224,Ecurrency,Latin Capital Letter Z with hook,Table_Latin_Extended-B,TRUE,\u0224,Z
U+0225,Eyen,Latin Small Letter Z with hook,Table_Latin_Extended-B,TRUE,\u0225,z
U+0226,E|,Latin Capital Letter A with dot above,Table_Latin_Extended-B,TRUE,\u0226,A
U+0227,ES,Latin Small Letter A with dot above,Table_Latin_Extended-B,TRUE,\u0227,a
U+0228,EXxXunicodeXxX,Latin Capital Letter E with cedilla,Table_Latin_Extended-B,TRUE,\u0228,Ezh
U+0229,EC,Latin Small Letter E with cedilla,Table_Latin_Extended-B,TRUE,\u0229,Ezh
U+022A,Ea,Latin Capital Letter O with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u022A,O
U+022B,E",Latin Small Letter O with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u022B,o
U+022C,Enot,Latin Capital Letter O with tilde and macron,Table_Latin_Extended-B,TRUE,\u022C,O
U+022D,EXxXunicodeXxX,Latin Small Letter O with tilde and macron,Table_Latin_Extended-B,TRUE,\u022D,o
U+022E,ER,Latin Capital Letter O with dot above,Table_Latin_Extended-B,TRUE,\u022E,O
U+022F,E-,Latin Small Letter O with dot above,Table_Latin_Extended-B,TRUE,\u022F,o
U+0230,Edeg,Latin Capital Letter O with dot above and macron,Table_Latin_Extended-B,TRUE,\u0230,O
U+0231,E+-,Latin Small Letter O with dot above and macron,Table_Latin_Extended-B,TRUE,\u0231,o
U+0232,E2,Latin Capital Letter Y with macron,Table_Latin_Extended-B,TRUE,\u0232,Y
U+0233,E3,Latin Small Letter Y with macron,Table_Latin_Extended-B,TRUE,\u0233,y
U+0234,E^,Latin Small Letter L with curl,Table_Latin_Extended-B,TRUE,\u0234,l
U+0235,Emu,Latin Small Letter N with curl,Table_Latin_Extended-B,TRUE,\u0235,NJ
U+0236,Eparagraph,Latin Small Letter T with curl,Table_Latin_Extended-B,TRUE,\u0236,t
U+0237,E.,Latin Small Letter Dotless J,Table_Latin_Extended-B,TRUE,\u0237,j
U+0238,E,,Latin Small Letter DB Digraph,Table_Latin_Extended-B,TRUE,\u0238,db
U+0239,E1,Latin Small Letter QP Digraph,Table_Latin_Extended-B,TRUE,\u0239,qp
U+023A,Eo,Latin Capital Letter A with stroke,Table_Latin_Extended-B,TRUE,\u023A,A
U+023B,E",Latin Capital Letter C with stroke,Table_Latin_Extended-B,TRUE,\u023B,C
U+023C,E1/4,Latin Small Letter C with stroke,Table_Latin_Extended-B,TRUE,\u023C,c
U+023D,E1/2,Latin Capital Letter L with bar,Table_Latin_Extended-B,TRUE,\u023D,L
U+023E,E3/4,Latin Capital Letter T with diagonal stroke,Table_Latin_Extended-B,TRUE,\u023E,T
U+023F,E?,Latin Small Letter S with swash tail,Table_Latin_Extended-B,TRUE,\u023F,s
U+0240,EXxXunicodeXxX,Latin Small Letter Z with swash tail,Table_Latin_Extended-B,TRUE,\u0240,z
U+0241,EXxXunicodeXxX,Latin Capital Letter Glottal Stop,Table_Latin_Extended-B,TRUE,\u0241,?
U+0242,E,,Latin Small Letter Glottal Stop,Table_Latin_Extended-B,TRUE,\u0242,?
U+0243,Ef,Latin Capital Letter B with stroke,Table_Latin_Extended-B,TRUE,\u0243,B
U+0244,E",Latin Capital Letter U bar,Table_Latin_Extended-B,TRUE,\u0244,U
U+0245,E...,Latin Capital Letter Turned V,Table_Latin_Extended-B,TRUE,\u0245,V
U+0246,Et,Latin Capital Letter E with stroke,Table_Latin_Extended-B,TRUE,\u0246,Ezh
U+0247,Ett,Latin Small Letter E with stroke,Table_Latin_Extended-B,TRUE,\u0247,Ezh
U+0248,E^,Latin Capital Letter J with stroke,Table_Latin_Extended-B,TRUE,\u0248,J
U+0249,E%o,Latin Small Letter J with stroke,Table_Latin_Extended-B,TRUE,\u0249,j
U+024A,ES,Latin Capital Letter Q with hook tail,Table_Latin_Extended-B,TRUE,\u024A,qp
U+024B,E",Latin Small Letter Q with hook tail,Table_Latin_Extended-B,TRUE,\u024B,qp
U+024C,EOE,Latin Capital Letter R with stroke,Table_Latin_Extended-B,TRUE,\u024C,R
U+024D,EXxXunicodeXxX,Latin Small Letter R with stroke,Table_Latin_Extended-B,TRUE,\u024D,r
U+024E,EZ,Latin Capital Letter Y with stroke,Table_Latin_Extended-B,TRUE,\u024E,Y
U+024F,EXxXunicodeXxX,Latin Small Letter Y with stroke,Table_Latin_Extended-B,TRUE,\u024F,y
U+1E02,a,,,Latin Capital Letter B with dot above,Table_Latin_Extended_Additional,TRUE,\u1E02,B
U+1E03,a,f,Latin Small Letter B with dot above,Table_Latin_Extended_Additional,TRUE,\u1E03,b
U+1E0A,a,S,Latin Capital Letter D with dot above,Table_Latin_Extended_Additional,TRUE,\u1E0A,D
U+1E0B,a,",Latin Small Letter D with dot above,Table_Latin_Extended_Additional,TRUE,\u1E0B,d
U+1E1E,a,z,Latin Capital Letter F with dot above,Table_Latin_Extended_Additional,TRUE,\u1E1E,F
U+1E1F,a,Y,Latin Small Letter F with dot above,Table_Latin_Extended_Additional,TRUE,\u1E1F,f
U+1E40,a1XxXunicodeXxX,Latin Capital Letter M with dot above,Table_Latin_Extended_Additional,TRUE,\u1E40,M
U+1E41,a1XxXunicodeXxX,Latin Small Letter M with dot above,Table_Latin_Extended_Additional,TRUE,\u1E41,m
U+1E56,a1--,Latin Capital Letter P with dot above,Table_Latin_Extended_Additional,TRUE,\u1E56,P
U+1E57,a1---,Latin Small Letter P with dot above,Table_Latin_Extended_Additional,TRUE,\u1E57,p
U+1E60,a1XxXunicodeXxX,Latin Capital Letter S with dot above,Table_Latin_Extended_Additional,TRUE,\u1E60,S
U+1E61,a1!,Latin Small Letter S with dot above,Table_Latin_Extended_Additional,TRUE,\u1E61,s
U+1E6A,a1a,Latin Capital Letter T with dot above,Table_Latin_Extended_Additional,TRUE,\u1E6A,T
U+1E6B,a1",Latin Small Letter T with dot above,Table_Latin_Extended_Additional,TRUE,\u1E6B,t
U+1E80,aoXxXunicodeXxX,Latin Capital Letter W with grave,Table_Latin_Extended_Additional,TRUE,\u1E80,W
U+1E81,aoXxXunicodeXxX,Latin Small Letter W with grave,Table_Latin_Extended_Additional,TRUE,\u1E81,w
U+1E82,ao,,Latin Capital Letter W with acute,Table_Latin_Extended_Additional,TRUE,\u1E82,W
U+1E83,aof,Latin Small Letter W with acute,Table_Latin_Extended_Additional,TRUE,\u1E83,w
U+1E84,ao",Latin Capital Letter W with diaeresis,Table_Latin_Extended_Additional,TRUE,\u1E84,W
U+1E85,ao...,Latin Small Letter W with diaeresis,Table_Latin_Extended_Additional,TRUE,\u1E85,w
U+1E9B,ao",Latin Small Letter Long S with dot above,Table_Latin_Extended_Additional,TRUE,\u1E9B,S
U+1EF2,a"2,Latin Capital Letter Y with grave,Table_Latin_Extended_Additional,TRUE,\u1EF2,Y
U+1EF3,a"3,Latin Small Letter Y with grave,Table_Latin_Extended_Additional,TRUE,\u1EF3,y
U+0259,EXxXunicodeXxX,Latin Small Letter Schwa,Table_IPA_Extensions,TRUE,\u0259,Ezh
U+027C,E1/4,Latin Small Letter R with long leg,Table_IPA_Extensions,TRUE,\u027C,r
U+0292,E',Latin Small Letter Ezh,Table_IPA_Extensions,TRUE,\u0292,Ezh
U+02B0,Edeg,Modifier Letter Small H,Table_Spacing_Modifier_Letters,TRUE,\u02B0,h
U+02B1,E+-,Modifier Letter Small H with hook,Table_Spacing_Modifier_Letters,TRUE,\u02B1,h
U+02B2,E2,Modifier Letter Small J,Table_Spacing_Modifier_Letters,TRUE,\u02B2,j
U+02B3,E3,Modifier Letter Small R,Table_Spacing_Modifier_Letters,TRUE,\u02B3,r
U+02B4,E^,Modifier Letter Small Turned R,Table_Spacing_Modifier_Letters,TRUE,\u02B4,r
U+02B5,Emu,Modifier Letter Small Turned R with hook,Table_Spacing_Modifier_Letters,TRUE,\u02B5,r
U+02B6,Eparagraph,Modifier Letter Small Capital Inverted R,Table_Spacing_Modifier_Letters,TRUE,\u02B6,r
U+02B7,E.,Modifier Letter Small W,Table_Spacing_Modifier_Letters,TRUE,\u02B7,w
U+02B8,E,,Modifier Letter Small Y,Table_Spacing_Modifier_Letters,TRUE,\u02B8,y
U+02B9,E1,Modifier Letter Prime,Table_Spacing_Modifier_Letters,TRUE,\u02B9,'
U+02BA,Eo,Modifier Letter Double Prime,Table_Spacing_Modifier_Letters,TRUE,\u02BA,""""
U+02BB,E",Modifier Letter Turned Comma,Table_Spacing_Modifier_Letters,TRUE,\u02BB,'
U+02BC,E1/4,Modifier Letter Apostrophe,Table_Spacing_Modifier_Letters,TRUE,\u02BC,'
U+02BD,E1/2,Modifier Letter Reversed Comma,Table_Spacing_Modifier_Letters,TRUE,\u02BD,'
U+02BE,E3/4,Modifier Letter Right Half Ring,Table_Spacing_Modifier_Letters,TRUE,\u02BE,'
U+02BF,E?,Modifier Letter Left Half Ring,Table_Spacing_Modifier_Letters,TRUE,\u02BF,'
U+02C0,EXxXunicodeXxX,Modifier Letter Glottal Stop,Table_Spacing_Modifier_Letters,TRUE,\u02C0,?
U+02C1,EXxXunicodeXxX,Modifier Letter Reversed Glottal Stop,Table_Spacing_Modifier_Letters,TRUE,\u02C1,?
U+02C2,E,,Modifier Letter Left Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02C2,<
U+02C3,Ef,Modifier Letter Right Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02C3,>
U+02C4,E",Modifier Letter Up Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02C4,^
U+02C5,E...,Modifier Letter Down Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02C5,v
U+02C6,Et,Modifier Letter Circumflex Accent,Table_Spacing_Modifier_Letters,TRUE,\u02C6,^
U+02C7,Ett,Caron,Table_Spacing_Modifier_Letters,TRUE,\u02C7,^
U+02C8,E^,Modifier Letter Vertical Line,Table_Spacing_Modifier_Letters,TRUE,\u02C8,'
U+02C9,E%o,Modifier Letter Macron,Table_Spacing_Modifier_Letters,TRUE,\u02C9,-
U+02CA,ES,Modifier Letter Acute Accent,Table_Spacing_Modifier_Letters,TRUE,\u02CA,'
U+02CB,E",Modifier Letter Grave Accent,Table_Spacing_Modifier_Letters,TRUE,\u02CB,'
U+02CC,EOE,Modifier Letter Low Vertical Line,Table_Spacing_Modifier_Letters,TRUE,\u02CC,","
U+02CD,EXxXunicodeXxX,Modifier Letter Low Macron,Table_Spacing_Modifier_Letters,TRUE,\u02CD,-
U+02CE,EZ,Modifier Letter Low Grave Accent,Table_Spacing_Modifier_Letters,TRUE,\u02CE,","
U+02CF,EXxXunicodeXxX,Modifier Letter Low Acute Accent,Table_Spacing_Modifier_Letters,TRUE,\u02CF,","
U+02D0,EXxXunicodeXxX,Modifier Letter Triangular Colon,Table_Spacing_Modifier_Letters,TRUE,\u02D0,:
U+02D1,E',Modifier Letter Half Triangular Colon,Table_Spacing_Modifier_Letters,TRUE,\u02D1,.
U+02D2,E',Modifier Letter Centered Right Half Ring,Table_Spacing_Modifier_Letters,TRUE,\u02D2,","
U+02D3,E",Modifier Letter Centered Left Half Ring,Table_Spacing_Modifier_Letters,TRUE,\u02D3,","
U+02D4,E",Modifier Letter Up Tack,Table_Spacing_Modifier_Letters,TRUE,\u02D4,.
U+02D5,E.,Modifier Letter Down Tack,Table_Spacing_Modifier_Letters,TRUE,\u02D5,.
U+02D6,E--,Modifier Letter Plus Sign,Table_Spacing_Modifier_Letters,TRUE,\u02D6,+
U+02D7,E---,Modifier Letter Minus Sign,Table_Spacing_Modifier_Letters,TRUE,\u02D7,-
U+02D8,E~,Breve,Table_Spacing_Modifier_Letters,TRUE,\u02D8,.
U+02D9,EXxXunicodeXxX,Dot Above,Table_Spacing_Modifier_Letters,TRUE,\u02D9,.
U+02DA,Es,Ring Above,Table_Spacing_Modifier_Letters,TRUE,\u02DA,.
U+02DB,E",Ogonek,Table_Spacing_Modifier_Letters,TRUE,\u02DB,","
U+02DC,Eoe,Small Tilde,Table_Spacing_Modifier_Letters,TRUE,\u02DC,~
U+02DD,EXxXunicodeXxX,Double Acute Accent,Table_Spacing_Modifier_Letters,TRUE,\u02DD,""""
U+02DE,Ez,Modifier Letter Rhotic Hook,Table_Spacing_Modifier_Letters,TRUE,\u02DE,-
U+02DF,EY,Modifier Letter Cross Accent,Table_Spacing_Modifier_Letters,TRUE,\u02DF,x
U+02E0,EXxXunicodeXxX,Modifier Letter Small Gamma,Table_Spacing_Modifier_Letters,TRUE,\u02E0,g
U+02E1,E!,Modifier Letter Small L,Table_Spacing_Modifier_Letters,TRUE,\u02E1,l
U+02E2,Ecent,Modifier Letter Small S,Table_Spacing_Modifier_Letters,TRUE,\u02E2,s
U+02E3,Epound,Modifier Letter Small X,Table_Spacing_Modifier_Letters,TRUE,\u02E3,x
U+02E4,Ecurrency,Modifier Letter Small Reversed Glottal Stop,Table_Spacing_Modifier_Letters,TRUE,\u02E4,?
U+02E5,Eyen,Modifier Letter Extra-High Tone Bar,Table_Spacing_Modifier_Letters,TRUE,\u02E5,XunicodeX
U+02E6,E|,Modifier Letter High Tone Bar,Table_Spacing_Modifier_Letters,TRUE,\u02E6,XunicodeX
U+02E7,ES,Modifier Letter Mid Tone Bar,Table_Spacing_Modifier_Letters,TRUE,\u02E7,XunicodeX
U+02E8,EXxXunicodeXxX,Modifier Letter Low Tone Bar,Table_Spacing_Modifier_Letters,TRUE,\u02E8,XunicodeX
U+02E9,EC,Modifier Letter Extra-Low Tone Bar,Table_Spacing_Modifier_Letters,TRUE,\u02E9,XunicodeX
U+02EA,Ea,Modifier Letter Yin Departing Tone Mark,Table_Spacing_Modifier_Letters,TRUE,\u02EA,XunicodeX
U+02EB,E",Modifier Letter Yang Departing Tone Mark,Table_Spacing_Modifier_Letters,TRUE,\u02EB,XunicodeX
U+02EC,Enot,Modifier Letter Voicing,Table_Spacing_Modifier_Letters,TRUE,\u02EC,XunicodeX
U+02ED,EXxXunicodeXxX,Modifier Letter Unaspirated,Table_Spacing_Modifier_Letters,TRUE,\u02ED,=
U+02EE,ER,Modifier Letter Double Apostrophe,Table_Spacing_Modifier_Letters,TRUE,\u02EE,""""
U+02EF,E-,Modifier Letter Low Down Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02EF,XunicodeX
U+02F0,Edeg,Modifier Letter Low Up Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02F0,XunicodeX
U+02F1,E+-,Modifier Letter Low Left Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02F1,XunicodeX
U+02F2,E2,Modifier Letter Low Right Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02F2,XunicodeX
U+02F3,E3,Modifier Letter Low Ring,Table_Spacing_Modifier_Letters,TRUE,\u02F3,o
U+02F4,E^,Modifier Letter Middle Grave Accent,Table_Spacing_Modifier_Letters,TRUE,\u02F4,'
U+02F5,Emu,Modifier Letter Middle Double Grave Accent,Table_Spacing_Modifier_Letters,TRUE,\u02F5,""""
U+02F6,Eparagraph,Modifier Letter Middle Double Acute Accent,Table_Spacing_Modifier_Letters,TRUE,\u02F6,""""
U+02F7,E.,Modifier Letter Low Tilde,Table_Spacing_Modifier_Letters,TRUE,\u02F7,~
U+02F8,E,,Modifier Letter Raised Colon,Table_Spacing_Modifier_Letters,TRUE,\u02F8,:
U+02F9,E1,Modifier Letter Begin High Tone,Table_Spacing_Modifier_Letters,TRUE,\u02F9,XunicodeX
U+02FA,Eo,Modifier Letter End High Tone,Table_Spacing_Modifier_Letters,TRUE,\u02FA,XunicodeX
U+02FB,E",Modifier Letter Begin Low Tone,Table_Spacing_Modifier_Letters,TRUE,\u02FB,XunicodeX
U+02FC,E1/4,Modifier Letter End Low Tone,Table_Spacing_Modifier_Letters,TRUE,\u02FC,XunicodeX
U+02FD,E1/2,Modifier Letter Shelf,Table_Spacing_Modifier_Letters,TRUE,\u02FD,XunicodeX
U+02FE,E3/4,Modifier Letter Open Shelf,Table_Spacing_Modifier_Letters,TRUE,\u02FE,XunicodeX
U+02FF,E?,Modifier Letter Low Left Arrow,Table_Spacing_Modifier_Letters,TRUE,\u02FF,XunicodeX
U+0370,Ideg,Greek Capital Letter Heta,Table_Greek_and_Coptic,TRUE,\u0370,XunicodeX
U+0371,I+-,Greek Small Letter Heta,Table_Greek_and_Coptic,TRUE,\u0371,XunicodeX
U+0372,I2,Greek Capital Letter Archaic Sampi,Table_Greek_and_Coptic,TRUE,\u0372,XunicodeX
