Code,Glyph,Description,CharacterSet,is_unicode,CodeEscaped,ASCII
U+0373,I3,Greek Small Letter Archaic Sampi,Table_Greek_and_Coptic,TRUE,\u0373,XunicodeX
U+0374,E1,Greek Numeral Sign,Table_Greek_and_Coptic,TRUE,\u0374,'
U+0375,Imu,Greek Lower Numeral Sign,Table_Greek_and_Coptic,TRUE,\u0375,","
U+0376,Iparagraph,Greek Capital Letter Pamphylian Digamma,Table_Greek_and_Coptic,TRUE,\u0376,XunicodeX
U+0377,I.,Greek Small Letter Pamphylian Digamma,Table_Greek_and_Coptic,TRUE,\u0377,XunicodeX
U+037A,Io,Greek Ypogegrammeni,Table_Greek_and_Coptic,TRUE,\u037A,XunicodeX
U+037B,I",Greek Small Reversed Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u037B,XunicodeX
U+037C,I1/4,Greek Small Dotted Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u037C,XunicodeX
U+037D,I1/2,Greek Small Reversed Dotted Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u037D,XunicodeX
U+037F,I?,Greek Capital Letter Yot,Table_Greek_and_Coptic,TRUE,\u037F,XunicodeX
U+0384,I",Greek acute accent (tonos),Table_Greek_and_Coptic,TRUE,\u0384,'
U+0385,I...,Greek diaeresis with acute accent,Table_Greek_and_Coptic,TRUE,\u0385,XunicodeX
U+0386,It,Greek Capital Letter A with acute accent,Table_Greek_and_Coptic,TRUE,\u0386,XunicodeX
U+0387,A.,Greek Ano Teleia,Table_Greek_and_Coptic,TRUE,\u0387,XunicodeX
U+0388,I^,Greek Capital Letter Epsilon with acute accent,Table_Greek_and_Coptic,TRUE,\u0388,E
U+0389,I%o,Greek Capital Letter Eta with acute accent,Table_Greek_and_Coptic,TRUE,\u0389,E
U+038A,IS,Greek Capital Letter Iota with acute accent,Table_Greek_and_Coptic,TRUE,\u038A,I
U+038C,IOE,Greek Capital Letter Omicron with acute accent,Table_Greek_and_Coptic,TRUE,\u038C,O
U+038E,IZ,Greek Capital Letter Upsilon with acute accent,Table_Greek_and_Coptic,TRUE,\u038E,U
U+038F,IXxXunicodeXxX,Greek Capital Letter Omega with acute accent,Table_Greek_and_Coptic,TRUE,\u038F,O
U+0390,IXxXunicodeXxX,Greek Small Letter Iota with diaeresis and acute accent,Table_Greek_and_Coptic,TRUE,\u0390,i
U+0391,I',Greek Capital Letter Alpha,Table_Greek_and_Coptic,TRUE,\u0391,A
U+0392,I',Greek Capital Letter Beta,Table_Greek_and_Coptic,TRUE,\u0392,B
U+0393,I",Greek Capital Letter Gamma,Table_Greek_and_Coptic,TRUE,\u0393,G
U+0394,I",Greek Capital Letter Delta,Table_Greek_and_Coptic,TRUE,\u0394,D
U+0395,I.,Greek Capital Letter Epsilon,Table_Greek_and_Coptic,TRUE,\u0395,E
U+0396,I--,Greek Capital Letter Zeta,Table_Greek_and_Coptic,TRUE,\u0396,Z
U+0397,I---,Greek Capital Letter Eta,Table_Greek_and_Coptic,TRUE,\u0397,E
U+0398,I~,Greek Capital Letter Theta,Table_Greek_and_Coptic,TRUE,\u0398,Th
U+0399,IXxXunicodeXxX,Greek Capital Letter Iota,Table_Greek_and_Coptic,TRUE,\u0399,I
U+039A,Is,Greek Capital Letter Kappa,Table_Greek_and_Coptic,TRUE,\u039A,K
U+039B,I",Greek Capital Letter Lambda,Table_Greek_and_Coptic,TRUE,\u039B,L
U+039C,Ioe,Greek Capital Letter Mu,Table_Greek_and_Coptic,TRUE,\u039C,M
U+039D,IXxXunicodeXxX,Greek Capital Letter Nu,Table_Greek_and_Coptic,TRUE,\u039D,N
U+039E,Iz,Greek Capital Letter Xi,Table_Greek_and_Coptic,TRUE,\u039E,X
U+039F,IY,Greek Capital Letter Omicron,Table_Greek_and_Coptic,TRUE,\u039F,O
U+03A0,IXxXunicodeXxX,Greek Capital Letter Pi,Table_Greek_and_Coptic,TRUE,\u03A0,P
U+03A1,I!,Greek Capital Letter Rho,Table_Greek_and_Coptic,TRUE,\u03A1,R
U+03A3,Ipound,Greek Capital Letter Sigma,Table_Greek_and_Coptic,TRUE,\u03A3,S
U+03A4,Icurrency,Greek Capital Letter Tau,Table_Greek_and_Coptic,TRUE,\u03A4,Th
U+03A5,Iyen,Greek Capital Letter Upsilon,Table_Greek_and_Coptic,TRUE,\u03A5,U
U+03A6,I|,Greek Capital Letter Phi,Table_Greek_and_Coptic,TRUE,\u03A6,Ph
U+03A7,IS,Greek Capital Letter Chi,Table_Greek_and_Coptic,TRUE,\u03A7,Ch
U+03A8,IXxXunicodeXxX,Greek Capital Letter Psi,Table_Greek_and_Coptic,TRUE,\u03A8,Ps
U+03A9,IC,Greek Capital Letter Omega,Table_Greek_and_Coptic,TRUE,\u03A9,W
U+03AA,Ia,Greek Capital Letter Iota with diaeresis,Table_Greek_and_Coptic,TRUE,\u03AA,I
U+03AB,I",Greek Capital Letter Upsilon with diaeresis,Table_Greek_and_Coptic,TRUE,\u03AB,U
U+03AC,Inot,Greek Small Letter Alpha with acute accent,Table_Greek_and_Coptic,TRUE,\u03AC,A
U+03AD,IXxXunicodeXxX,Greek Small Letter Epsilon with acute accent,Table_Greek_and_Coptic,TRUE,\u03AD,E
U+03AE,IR,Greek Small Letter Eta with acute accent,Table_Greek_and_Coptic,TRUE,\u03AE,E
U+03AF,I-,Greek Small Letter Iota with acute accent,Table_Greek_and_Coptic,TRUE,\u03AF,I
U+03B0,Ideg,Greek Small Letter Upsilon with diaeresis and acute accent,Table_Greek_and_Coptic,TRUE,\u03B0,U
U+03B1,I+-,Greek Small Letter Alpha,Table_Greek_and_Coptic,TRUE,\u03B1,a
U+03B2,I2,Greek Small Letter Beta,Table_Greek_and_Coptic,TRUE,\u03B2,b
U+03B3,I3,Greek Small Letter Gamma,Table_Greek_and_Coptic,TRUE,\u03B3,g
U+03B4,I^,Greek Small Letter Delta,Table_Greek_and_Coptic,TRUE,\u03B4,d
U+03B5,Imu,Greek Small Letter Epsilon,Table_Greek_and_Coptic,TRUE,\u03B5,e
U+03B6,Iparagraph,Greek Small Letter Zeta,Table_Greek_and_Coptic,TRUE,\u03B6,z
U+03B7,I.,Greek Small Letter Eta,Table_Greek_and_Coptic,TRUE,\u03B7,e
U+03B8,I,,Greek Small Letter Theta,Table_Greek_and_Coptic,TRUE,\u03B8,th
U+03B9,I1,Greek Small Letter Iota,Table_Greek_and_Coptic,TRUE,\u03B9,i
U+03BA,Io,Greek Small Letter Kappa,Table_Greek_and_Coptic,TRUE,\u03BA,k
U+03BB,I",Greek Small Letter Lambda,Table_Greek_and_Coptic,TRUE,\u03BB,l
U+03BC,I1/4,Greek Small Letter Mu,Table_Greek_and_Coptic,TRUE,\u03BC,m
U+03BD,I1/2,Greek Small Letter Nu,Table_Greek_and_Coptic,TRUE,\u03BD,n
U+03BE,I3/4,Greek Small Letter Xi,Table_Greek_and_Coptic,TRUE,\u03BE,x
U+03BF,I?,Greek Small Letter Omicron,Table_Greek_and_Coptic,TRUE,\u03BF,o
U+03C0,IXxXunicodeXxX,Greek Small Letter Pi,Table_Greek_and_Coptic,TRUE,\u03C0,p
U+03C1,IXxXunicodeXxX,Greek Small Letter Rho,Table_Greek_and_Coptic,TRUE,\u03C1,r
U+03C2,I,,Greek Small Letter Final Sigma,Table_Greek_and_Coptic,TRUE,\u03C2,s
U+03C3,If,Greek Small Letter Sigma,Table_Greek_and_Coptic,TRUE,\u03C3,s
U+03C4,I",Greek Small Letter Tau,Table_Greek_and_Coptic,TRUE,\u03C4,th
U+03C5,I...,Greek Small Letter Upsilon,Table_Greek_and_Coptic,TRUE,\u03C5,u
U+03C6,It,Greek Small Letter Phi,Table_Greek_and_Coptic,TRUE,\u03C6,ph
U+03C7,Itt,Greek Small Letter Chi,Table_Greek_and_Coptic,TRUE,\u03C7,ch
U+03C8,I^,Greek Small Letter Psi,Table_Greek_and_Coptic,TRUE,\u03C8,ps
U+03C9,I%o,Greek Small Letter Omega,Table_Greek_and_Coptic,TRUE,\u03C9,w
U+03CA,IS,Greek Small Letter Iota with diaeresis,Table_Greek_and_Coptic,TRUE,\u03CA,i
U+03CB,I",Greek Small Letter Upsilon with diaeresis,Table_Greek_and_Coptic,TRUE,\u03CB,u
U+03CC,IOE,Greek Small Letter Omicron with acute accent,Table_Greek_and_Coptic,TRUE,\u03CC,o
U+03CD,IXxXunicodeXxX,Greek Small Letter Upsilon with acute accent,Table_Greek_and_Coptic,TRUE,\u03CD,u
U+03CE,IZ,Greek Small Letter Omega with acute accent,Table_Greek_and_Coptic,TRUE,\u03CE,o
U+03CF,IXxXunicodeXxX,Greek Capital Kai Symbol,Table_Greek_and_Coptic,TRUE,\u03CF,K
U+03D0,IXxXunicodeXxX,Greek Beta Symbol,Table_Greek_and_Coptic,TRUE,\u03D0,b
U+03D1,I',Greek Theta Symbol,Table_Greek_and_Coptic,TRUE,\u03D1,th
U+03D2,I',Greek Upsilon with hook Symbol,Table_Greek_and_Coptic,TRUE,\u03D2,U
U+03D3,I",Greek Upsilon with acute and hook Symbol,Table_Greek_and_Coptic,TRUE,\u03D3,U
U+03D4,I",Greek Upsilon with diaeresis and hook Symbol,Table_Greek_and_Coptic,TRUE,\u03D4,U
U+03D5,I.,Greek Phi Symbol,Table_Greek_and_Coptic,TRUE,\u03D5,Ph
U+03D6,I--,Greek Pi Symbol,Table_Greek_and_Coptic,TRUE,\u03D6,p
U+03D7,I---,Greek Kai Symbol,Table_Greek_and_Coptic,TRUE,\u03D7,K
U+03D8,I~,Greek Letter Qoppa,Table_Greek_and_Coptic,TRUE,\u03D8,Q
U+03D9,IXxXunicodeXxX,Greek Small Letter Qoppa,Table_Greek_and_Coptic,TRUE,\u03D9,q
U+03DA,Is,Greek Letter Stigma,Table_Greek_and_Coptic,TRUE,\u03DA,S
U+03DB,I",Greek Small Letter Stigma,Table_Greek_and_Coptic,TRUE,\u03DB,s
U+03DC,Ioe,Greek Letter Digamma,Table_Greek_and_Coptic,TRUE,\u03DC,F
U+03DD,IXxXunicodeXxX,Greek Small Letter Digamma,Table_Greek_and_Coptic,TRUE,\u03DD,f
U+03DE,Iz,Greek Letter Koppa,Table_Greek_and_Coptic,TRUE,\u03DE,K
U+03DF,IY,Greek Small Letter Koppa,Table_Greek_and_Coptic,TRUE,\u03DF,k
U+03E0,IXxXunicodeXxX,Greek Letter Sampi,Table_Greek_and_Coptic,TRUE,\u03E0,S
U+03E1,I!,Greek Small Letter Sampi,Table_Greek_and_Coptic,TRUE,\u03E1,s
U+03E2,Icent,Coptic Capital Letter Shei,Table_Greek_and_Coptic,TRUE,\u03E2,S
U+03E3,Ipound,Coptic Small Letter Shei,Table_Greek_and_Coptic,TRUE,\u03E3,s
U+03E4,Icurrency,Coptic Capital Letter Fei,Table_Greek_and_Coptic,TRUE,\u03E4,F
U+03E5,Iyen,Coptic Small Letter Fei,Table_Greek_and_Coptic,TRUE,\u03E5,f
U+03E6,I|,Coptic Capital Letter Khei,Table_Greek_and_Coptic,TRUE,\u03E6,K
U+03E7,IS,Coptic Small Letter Khei,Table_Greek_and_Coptic,TRUE,\u03E7,k
U+03E8,IXxXunicodeXxX,Coptic Capital Letter Hori,Table_Greek_and_Coptic,TRUE,\u03E8,H
U+03E9,IC,Coptic Small Letter Hori,Table_Greek_and_Coptic,TRUE,\u03E9,h
U+03EA,Ia,Coptic Capital Letter Gangia,Table_Greek_and_Coptic,TRUE,\u03EA,G
U+03EB,I",Coptic Small Letter Gangia,Table_Greek_and_Coptic,TRUE,\u03EB,g
U+03EC,Inot,Coptic Capital Letter Shima,Table_Greek_and_Coptic,TRUE,\u03EC,S
U+03ED,IXxXunicodeXxX,Coptic Small Letter Shima,Table_Greek_and_Coptic,TRUE,\u03ED,s
U+03EE,IR,Coptic Capital Letter Dei,Table_Greek_and_Coptic,TRUE,\u03EE,D
U+03EF,I-,Coptic Small Letter Dei,Table_Greek_and_Coptic,TRUE,\u03EF,d
U+03F0,Ideg,Greek Kappa Symbol,Table_Greek_and_Coptic,TRUE,\u03F0,k
U+03F1,I+-,Greek Rho Symbol,Table_Greek_and_Coptic,TRUE,\u03F1,r
U+03F2,I2,Greek Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u03F2,c
U+03F3,I3,Greek Letter Yot,Table_Greek_and_Coptic,TRUE,\u03F3,j
U+03F4,I^,Greek Capital Theta Symbol,Table_Greek_and_Coptic,TRUE,\u03F4,Th
U+03F5,Imu,Greek Lunate Epsilon Symbol,Table_Greek_and_Coptic,TRUE,\u03F5,e
U+03F6,Iparagraph,Greek Reversed Lunate Epsilon Symbol,Table_Greek_and_Coptic,TRUE,\u03F6,e
U+03F7,I.,Greek Capital Sho,Table_Greek_and_Coptic,TRUE,\u03F7,S
U+03F8,I,,Greek Small Letter Sho,Table_Greek_and_Coptic,TRUE,\u03F8,S
U+03F9,I1,Greek Capital Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u03F9,ch
U+03FA,Io,Greek Capital San,Table_Greek_and_Coptic,TRUE,\u03FA,M
U+03FB,I",Greek Small Letter San,Table_Greek_and_Coptic,TRUE,\u03FB,m
U+03FC,I1/4,Greek Rho with stroke Symbol,Table_Greek_and_Coptic,TRUE,\u03FC,r
U+03FD,I1/2,Greek Capital Reversed Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u03FD,C
U+03FE,I3/4,Greek Capital Dotted Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u03FE,C
U+03FF,I?,Greek Capital Reversed Dotted Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u03FF,C
U+0400,EthXxXunicodeXxX,Cyrillic Capital Letter Ie with grave,Table_Cyrillic_script_in_Unicode,TRUE,\u0400,XunicodeX
U+0401,EthXxXunicodeXxX,Cyrillic Capital Letter Io,Table_Cyrillic_script_in_Unicode,TRUE,\u0401,XunicodeX
U+0402,Eth,,Cyrillic Capital Letter Dje,Table_Cyrillic_script_in_Unicode,TRUE,\u0402,XunicodeX
U+0403,Ethf,Cyrillic Capital Letter Gje,Table_Cyrillic_script_in_Unicode,TRUE,\u0403,XunicodeX
U+0404,Eth",Cyrillic Capital Letter Ukrainian Ie,Table_Cyrillic_script_in_Unicode,TRUE,\u0404,XunicodeX
U+0405,Eth...,Cyrillic Capital Letter Dze,Table_Cyrillic_script_in_Unicode,TRUE,\u0405,XunicodeX
U+0406,Etht,Cyrillic Capital Letter Byelorussian-Ukrainian I,Table_Cyrillic_script_in_Unicode,TRUE,\u0406,XunicodeX
U+0407,Ethtt,Cyrillic Capital Letter Yi,Table_Cyrillic_script_in_Unicode,TRUE,\u0407,XunicodeX
U+0408,Eth^,Cyrillic Capital Letter Je,Table_Cyrillic_script_in_Unicode,TRUE,\u0408,XunicodeX
U+0409,Eth%o,Cyrillic Capital Letter Lje,Table_Cyrillic_script_in_Unicode,TRUE,\u0409,XunicodeX
U+040A,EthS,Cyrillic Capital Letter Nje,Table_Cyrillic_script_in_Unicode,TRUE,\u040A,XunicodeX
U+040B,Eth",Cyrillic Capital Letter Tshe,Table_Cyrillic_script_in_Unicode,TRUE,\u040B,XunicodeX
U+040C,EthOE,Cyrillic Capital Letter Kje,Table_Cyrillic_script_in_Unicode,TRUE,\u040C,XunicodeX
U+040D,EthXxXunicodeXxX,Cyrillic Capital Letter I with grave,Table_Cyrillic_script_in_Unicode,TRUE,\u040D,XunicodeX
U+040E,EthZ,Cyrillic Capital Letter Short U,Table_Cyrillic_script_in_Unicode,TRUE,\u040E,XunicodeX
U+040F,EthXxXunicodeXxX,Cyrillic Capital Letter Dzhe,Table_Cyrillic_script_in_Unicode,TRUE,\u040F,XunicodeX
U+0410,EthXxXunicodeXxX,Cyrillic Capital Letter A,Table_Cyrillic_script_in_Unicode,TRUE,\u0410,XunicodeX
U+0411,Eth',Cyrillic Capital Letter Be,Table_Cyrillic_script_in_Unicode,TRUE,\u0411,XunicodeX
U+0412,Eth',Cyrillic Capital Letter Ve,Table_Cyrillic_script_in_Unicode,TRUE,\u0412,XunicodeX
U+0413,Eth",Cyrillic Capital Letter Ghe,Table_Cyrillic_script_in_Unicode,TRUE,\u0413,XunicodeX
U+0414,Eth",Cyrillic Capital Letter De,Table_Cyrillic_script_in_Unicode,TRUE,\u0414,XunicodeX
U+0415,Eth.,Cyrillic Capital Letter Ie,Table_Cyrillic_script_in_Unicode,TRUE,\u0415,XunicodeX
U+0416,Eth--,Cyrillic Capital Letter Zhe,Table_Cyrillic_script_in_Unicode,TRUE,\u0416,XunicodeX
U+0417,Eth---,Cyrillic Capital Letter Ze,Table_Cyrillic_script_in_Unicode,TRUE,\u0417,XunicodeX
U+0418,Eth~,Cyrillic Capital Letter I,Table_Cyrillic_script_in_Unicode,TRUE,\u0418,XunicodeX
U+0419,EthXxXunicodeXxX,Cyrillic Capital Letter Short I,Table_Cyrillic_script_in_Unicode,TRUE,\u0419,XunicodeX
U+041A,Eths,Cyrillic Capital Letter Ka,Table_Cyrillic_script_in_Unicode,TRUE,\u041A,XunicodeX
U+041B,Eth",Cyrillic Capital Letter El,Table_Cyrillic_script_in_Unicode,TRUE,\u041B,XunicodeX
U+041C,Ethoe,Cyrillic Capital Letter Em,Table_Cyrillic_script_in_Unicode,TRUE,\u041C,XunicodeX
U+041D,EthXxXunicodeXxX,Cyrillic Capital Letter En,Table_Cyrillic_script_in_Unicode,TRUE,\u041D,XunicodeX
U+041E,Ethz,Cyrillic Capital Letter O,Table_Cyrillic_script_in_Unicode,TRUE,\u041E,XunicodeX
U+041F,EthY,Cyrillic Capital Letter Pe,Table_Cyrillic_script_in_Unicode,TRUE,\u041F,XunicodeX
U+0420,EthXxXunicodeXxX,Cyrillic Capital Letter Er,Table_Cyrillic_script_in_Unicode,TRUE,\u0420,XunicodeX
U+0421,Eth!,Cyrillic Capital Letter Es,Table_Cyrillic_script_in_Unicode,TRUE,\u0421,XunicodeX
U+0422,Ethcent,Cyrillic Capital Letter Te,Table_Cyrillic_script_in_Unicode,TRUE,\u0422,XunicodeX
U+0423,Ethpound,Cyrillic Capital Letter U,Table_Cyrillic_script_in_Unicode,TRUE,\u0423,XunicodeX
U+0424,Ethcurrency,Cyrillic Capital Letter Ef,Table_Cyrillic_script_in_Unicode,TRUE,\u0424,XunicodeX
U+0425,Ethyen,Cyrillic Capital Letter Ha,Table_Cyrillic_script_in_Unicode,TRUE,\u0425,XunicodeX
U+0426,Eth|,Cyrillic Capital Letter Tse,Table_Cyrillic_script_in_Unicode,TRUE,\u0426,XunicodeX
U+0427,EthS,Cyrillic Capital Letter Che,Table_Cyrillic_script_in_Unicode,TRUE,\u0427,XunicodeX
U+0428,EthXxXunicodeXxX,Cyrillic Capital Letter Sha,Table_Cyrillic_script_in_Unicode,TRUE,\u0428,XunicodeX
U+0429,EthC,Cyrillic Capital Letter Shcha,Table_Cyrillic_script_in_Unicode,TRUE,\u0429,XunicodeX
U+042A,Etha,Cyrillic Capital Letter Hard Sign,Table_Cyrillic_script_in_Unicode,TRUE,\u042A,XunicodeX
U+042B,Eth",Cyrillic Capital Letter Yeru,Table_Cyrillic_script_in_Unicode,TRUE,\u042B,XunicodeX
U+042C,Ethnot,Cyrillic Capital Letter Soft Sign,Table_Cyrillic_script_in_Unicode,TRUE,\u042C,XunicodeX
U+042D,EthXxXunicodeXxX,Cyrillic Capital Letter E,Table_Cyrillic_script_in_Unicode,TRUE,\u042D,XunicodeX
U+042E,EthR,Cyrillic Capital Letter Yu,Table_Cyrillic_script_in_Unicode,TRUE,\u042E,XunicodeX
U+042F,Eth-,Cyrillic Capital Letter Ya,Table_Cyrillic_script_in_Unicode,TRUE,\u042F,XunicodeX
U+0430,Ethdeg,Cyrillic Small Letter A,Table_Cyrillic_script_in_Unicode,TRUE,\u0430,XunicodeX
U+0431,Eth+-,Cyrillic Small Letter Be,Table_Cyrillic_script_in_Unicode,TRUE,\u0431,XunicodeX
U+0432,Eth2,Cyrillic Small Letter Ve,Table_Cyrillic_script_in_Unicode,TRUE,\u0432,XunicodeX
U+0433,Eth3,Cyrillic Small Letter Ghe,Table_Cyrillic_script_in_Unicode,TRUE,\u0433,XunicodeX
U+0434,Eth^,Cyrillic Small Letter De,Table_Cyrillic_script_in_Unicode,TRUE,\u0434,XunicodeX
U+0435,Ethmu,Cyrillic Small Letter Ie,Table_Cyrillic_script_in_Unicode,TRUE,\u0435,XunicodeX
U+0436,Ethparagraph,Cyrillic Small Letter Zhe,Table_Cyrillic_script_in_Unicode,TRUE,\u0436,XunicodeX
U+0437,Eth.,Cyrillic Small Letter Ze,Table_Cyrillic_script_in_Unicode,TRUE,\u0437,XunicodeX
U+0438,Eth,,Cyrillic Small Letter I,Table_Cyrillic_script_in_Unicode,TRUE,\u0438,XunicodeX
U+0439,Eth1,Cyrillic Small Letter Short I,Table_Cyrillic_script_in_Unicode,TRUE,\u0439,XunicodeX
U+043A,Etho,Cyrillic Small Letter Ka,Table_Cyrillic_script_in_Unicode,TRUE,\u043A,XunicodeX
U+043B,Eth",Cyrillic Small Letter El,Table_Cyrillic_script_in_Unicode,TRUE,\u043B,XunicodeX
U+043C,Eth1/4,Cyrillic Small Letter Em,Table_Cyrillic_script_in_Unicode,TRUE,\u043C,XunicodeX
U+043D,Eth1/2,Cyrillic Small Letter En,Table_Cyrillic_script_in_Unicode,TRUE,\u043D,XunicodeX
U+043E,Eth3/4,Cyrillic Small Letter O,Table_Cyrillic_script_in_Unicode,TRUE,\u043E,XunicodeX
U+043F,Eth?,Cyrillic Small Letter Pe,Table_Cyrillic_script_in_Unicode,TRUE,\u043F,XunicodeX
U+0440,NXxXunicodeXxX,Cyrillic Small Letter Er,Table_Cyrillic_script_in_Unicode,TRUE,\u0440,XunicodeX
U+0441,NXxXunicodeXxX,Cyrillic Small Letter Es,Table_Cyrillic_script_in_Unicode,TRUE,\u0441,XunicodeX
U+0442,N,,Cyrillic Small Letter Te,Table_Cyrillic_script_in_Unicode,TRUE,\u0442,XunicodeX
U+0443,Nf,Cyrillic Small Letter U,Table_Cyrillic_script_in_Unicode,TRUE,\u0443,XunicodeX
U+0444,N",Cyrillic Small Letter Ef,Table_Cyrillic_script_in_Unicode,TRUE,\u0444,XunicodeX
U+0445,N...,Cyrillic Small Letter Ha,Table_Cyrillic_script_in_Unicode,TRUE,\u0445,XunicodeX
U+0446,Nt,Cyrillic Small Letter Tse,Table_Cyrillic_script_in_Unicode,TRUE,\u0446,XunicodeX
U+0447,Ntt,Cyrillic Small Letter Che,Table_Cyrillic_script_in_Unicode,TRUE,\u0447,XunicodeX
U+0448,N^,Cyrillic Small Letter Sha,Table_Cyrillic_script_in_Unicode,TRUE,\u0448,XunicodeX
U+0449,N%o,Cyrillic Small Letter Shcha,Table_Cyrillic_script_in_Unicode,TRUE,\u0449,XunicodeX
U+044A,NS,Cyrillic Small Letter Hard Sign,Table_Cyrillic_script_in_Unicode,TRUE,\u044A,XunicodeX
U+044B,N",Cyrillic Small Letter Yeru,Table_Cyrillic_script_in_Unicode,TRUE,\u044B,XunicodeX
U+044C,NOE,Cyrillic Small Letter Soft Sign,Table_Cyrillic_script_in_Unicode,TRUE,\u044C,XunicodeX
U+044D,NXxXunicodeXxX,Cyrillic Small Letter E,Table_Cyrillic_script_in_Unicode,TRUE,\u044D,XunicodeX
U+044E,NZ,Cyrillic Small Letter Yu,Table_Cyrillic_script_in_Unicode,TRUE,\u044E,XunicodeX
U+044F,NXxXunicodeXxX,Cyrillic Small Letter Ya,Table_Cyrillic_script_in_Unicode,TRUE,\u044F,XunicodeX
U+0450,NXxXunicodeXxX,Cyrillic Small Letter Ie with grave,Table_Cyrillic_script_in_Unicode,TRUE,\u0450,XunicodeX
U+0451,N',Cyrillic Small Letter Io,Table_Cyrillic_script_in_Unicode,TRUE,\u0451,XunicodeX
U+0452,N',Cyrillic Small Letter Dje,Table_Cyrillic_script_in_Unicode,TRUE,\u0452,XunicodeX
U+0453,N",Cyrillic Small Letter Gje,Table_Cyrillic_script_in_Unicode,TRUE,\u0453,XunicodeX
U+0454,N",Cyrillic Small Letter Ukrainian Ie,Table_Cyrillic_script_in_Unicode,TRUE,\u0454,XunicodeX
U+0455,N.,Cyrillic Small Letter Dze,Table_Cyrillic_script_in_Unicode,TRUE,\u0455,XunicodeX
U+0456,N--,Cyrillic Small Letter Byelorussian-Ukrainian I,Table_Cyrillic_script_in_Unicode,TRUE,\u0456,XunicodeX
U+0457,N---,Cyrillic Small Letter Yi,Table_Cyrillic_script_in_Unicode,TRUE,\u0457,XunicodeX
U+0458,N~,Cyrillic Small Letter Je,Table_Cyrillic_script_in_Unicode,TRUE,\u0458,XunicodeX
U+0459,NXxXunicodeXxX,Cyrillic Small Letter Lje,Table_Cyrillic_script_in_Unicode,TRUE,\u0459,XunicodeX
U+045A,Ns,Cyrillic Small Letter Nje,Table_Cyrillic_script_in_Unicode,TRUE,\u045A,XunicodeX
U+045B,N",Cyrillic Small Letter Tshe,Table_Cyrillic_script_in_Unicode,TRUE,\u045B,XunicodeX
U+045C,Noe,Cyrillic Small Letter Kje,Table_Cyrillic_script_in_Unicode,TRUE,\u045C,XunicodeX
U+045D,NXxXunicodeXxX,Cyrillic Small Letter I with grave,Table_Cyrillic_script_in_Unicode,TRUE,\u045D,XunicodeX
U+045E,Nz,Cyrillic Small Letter Short U,Table_Cyrillic_script_in_Unicode,TRUE,\u045E,XunicodeX
U+045F,NY,Cyrillic Small Letter Dzhe,Table_Cyrillic_script_in_Unicode,TRUE,\u045F,XunicodeX
U+0460,NXxXunicodeXxX,Cyrillic Capital Letter Omega,Table_Cyrillic_script_in_Unicode,TRUE,\u0460,XunicodeX
U+0461,N!,Cyrillic Small Letter Omega,Table_Cyrillic_script_in_Unicode,TRUE,\u0461,XunicodeX
U+0462,Ncent,Cyrillic Capital Letter Yat,Table_Cyrillic_script_in_Unicode,TRUE,\u0462,XunicodeX
U+0463,Npound,Cyrillic Small Letter Yat,Table_Cyrillic_script_in_Unicode,TRUE,\u0463,XunicodeX
U+0464,Ncurrency,Cyrillic Capital Letter Iotified E,Table_Cyrillic_script_in_Unicode,TRUE,\u0464,XunicodeX
U+0465,Nyen,Cyrillic Small Letter Iotified E,Table_Cyrillic_script_in_Unicode,TRUE,\u0465,XunicodeX
U+0466,N|,Cyrillic Capital Letter Little Yus,Table_Cyrillic_script_in_Unicode,TRUE,\u0466,XunicodeX
U+0467,NS,Cyrillic Small Letter Little Yus,Table_Cyrillic_script_in_Unicode,TRUE,\u0467,XunicodeX
U+0468,NXxXunicodeXxX,Cyrillic Capital Letter Iotified Little Yus,Table_Cyrillic_script_in_Unicode,TRUE,\u0468,XunicodeX
U+0469,NC,Cyrillic Small Letter Iotified Little Yus,Table_Cyrillic_script_in_Unicode,TRUE,\u0469,XunicodeX
U+046A,Na,Cyrillic Capital Letter Big Yus,Table_Cyrillic_script_in_Unicode,TRUE,\u046A,XunicodeX
U+046B,N",Cyrillic Small Letter Big Yus,Table_Cyrillic_script_in_Unicode,TRUE,\u046B,XunicodeX
U+046C,Nnot,Cyrillic Capital Letter Iotified Big Yus,Table_Cyrillic_script_in_Unicode,TRUE,\u046C,XunicodeX
U+046D,NXxXunicodeXxX,Cyrillic Small Letter Iotified Big Yus,Table_Cyrillic_script_in_Unicode,TRUE,\u046D,XunicodeX
U+046E,NR,Cyrillic Capital Letter Ksi,Table_Cyrillic_script_in_Unicode,TRUE,\u046E,XunicodeX
U+046F,N-,Cyrillic Small Letter Ksi,Table_Cyrillic_script_in_Unicode,TRUE,\u046F,XunicodeX
U+0470,Ndeg,Cyrillic Capital Letter Psi,Table_Cyrillic_script_in_Unicode,TRUE,\u0470,XunicodeX
